,CID,TYPE,ITYPE_BEST,FITPROB_Ia,FITPROB_Ibc,FITPROB_II,CHI2_Ia,CHI2_Ibc,CHI2_II,PBAYES_Ia,PBAYES_Ibc,PBAYES_II,Ia=0__CC=1
1423,10180,20,0,0.1452,0.1082,9.67178e-02,25.4845,26.8513,27.3520,0.8764,5.24579e-02,7.11045e-02,1
1424,7456,20,0,0.9488,0.8345,0.6734,1.6519,2.7917,4.0241,0.4394,0.3410,0.2196,1
1425,8831,20,2,0.9990,0.7247,1,4.4455,13.1708,2.2943,4.95325e-02,2.21498e-04,0.9502,1
1426,9945,20,-9,0.8245,0.7040,0.7803,5.1109,6.3545,5.5882,0.4016,3.36200e-02,0.5647,1
1427,14456,20,0,0.7249,0.6418,0.6495,13.1672,14.3552,14.2470,0.7206,0.1862,9.32155e-02,1
1428,3232,20,-9,0.7603,0.9985,0.9996,8.3123,2.3999,1.8110,3.67344e-02,0.3992,0.5641,1
1429,2748,20,0,0.9728,0.8518,0.5412,2.2399,4.0588,6.9577,0.6722,0.2177,0.1102,1
1430,13179,22,-9,0.3459,0.3476,0.6357,20.8370,20.8061,16.3221,8.21546e-02,9.07985e-02,0.8270,1
1431,7019,22,0,0.9432,0.9682,0.8062,3.4602,2.8970,4.5325,0.8474,0.1165,3.61091e-02,1
1432,2789,32,0,0.9817,0.9321,0.7295,8.4343,10.7459,13.9937,0.9872,3.86186e-03,8.96761e-03,1
1433,8432,32,0,0.9949,0.9950,0.9951,5.7112,5.6911,5.6724,0.7177,0.1685,0.1138,1
1434,12023,32,0,0.9982,0.9984,0.9967,0.2709,0.2565,0.3452,0.6860,0.1011,0.2129,1
1435,12088,32,0,0.8096,0.5993,0.6030,5.2763,7.3636,7.3281,0.7311,0.1585,0.1104,1
1436,2014,33,-9,1,0.9999,0.9988,3.2412,3.6259,5.0280,0.3324,0.4010,0.2666,1
1437,4733,33,0,0.9943,0.9992,1,4.1773,2.9330,1.5664,0.4062,0.2502,0.3437,1
1438,5627,20,-9,0.9258,0.9351,0.9592,3.7718,3.6105,3.1231,0.2582,0.1250,0.6168,1
1439,8962,20,-9,0.9636,0.8818,0.9780,8.1346,10.4894,7.3827,0.1202,2.60543e-02,0.8537,1
1440,1759,20,-9,0.5238,0.8029,0.9083,17.9793,13.6638,11.4361,2.14751e-02,0.2641,0.7144,1
1441,1615,20,0,0.3241,5.02173e-02,0.1175,21.2329,30.1259,25.2766,0.8980,1.29209e-02,8.91139e-02,1
1442,2986,20,0,0.9793,0.9688,0.9612,8.6169,9.2661,9.6455,0.6292,0.1214,0.2495,1
1443,4438,20,0,0.6652,0.5017,0.4457,15.8805,18.3113,19.1739,0.9351,2.27866e-02,4.21428e-02,1
1444,13182,20,0,0.8633,0.6493,0.1428,10.0638,13.3195,22.0114,0.9012,9.26793e-02,6.10569e-03,1
1445,12279,20,-9,3.63374e-02,3.96322e-02,0.1461,26.1636,27.1700,21.9118,0.3049,2.22454e-02,0.6729,1
1446,3060,20,0,0.9976,0.9906,0.9103,1.4287,2.0534,4.0164,0.5992,0.3220,7.88353e-02,1
1447,3869,21,0,0.9976,0.7372,0.9999,0.7821,4.3625,0.3009,0.4983,9.67319e-03,0.4920,1
1448,14463,22,0,0.9234,0.5996,0.4590,11.0123,16.8557,18.9666,0.9647,2.95555e-02,5.76902e-03,1
1449,14049,22,0,7.53812e-06,1.92534e-12,1.96388e-05,56.4601,94.8486,53.8108,0.8184,2.30937e-10,0.1816,1
1450,6974,32,0,0.8589,0.8727,0.7035,10.9547,10.6793,13.4796,0.8170,0.1180,6.50123e-02,1
1451,1681,32,0,0.9818,0.9118,0.9775,8.4291,10.5679,8.7458,0.9613,2.21529e-02,1.65471e-02,1
1452,13567,33,-9,0.9017,0.9998,0.4948,10.8223,4.2364,17.4142,0.2107,0.7878,1.45508e-03,1
1453,4468,33,0,0.9380,0.9333,0.8682,10.5510,10.7085,11.5790,0.9197,5.27047e-02,2.75624e-02,1
1454,7099,33,0,1,0.9994,2.89726e-03,2.7056,4.5419,38.9464,0.9783,2.16935e-02,2.98786e-11,1
1455,8196,20,0,0.9999,0.9989,0.9944,3.8546,5.4621,6.9635,0.8115,0.1155,7.30089e-02,1
1456,4494,20,0,0.9962,0.9325,0.9116,6.0025,9.9802,10.5731,0.6845,9.92569e-02,0.2162,1
1457,10669,20,0,0.9965,0.9740,0.9731,1.2182,2.2070,2.2315,0.9352,2.10639e-03,6.26993e-02,1
1458,11336,20,0,1.94916e-04,7.11375e-08,7.39962e-14,47.2430,68.8329,102.5933,1,4.07545e-05,3.33291e-13,1
1459,7118,20,-9,0.9654,0.9998,1,2.9721,0.7291,0.4015,0.2146,0.2125,0.5729,1
1460,9303,20,-9,0.9232,0.9301,0.9457,10.2563,10.0554,9.5470,0.2264,0.5314,0.2421,1
1461,9886,20,-9,0.9369,0.6596,0.3307,3.5792,6.7838,10.2494,0.2846,0.6693,4.61825e-02,1
1462,14237,20,0,0.9932,0.9701,0.9606,1.8803,2.8450,3.0894,0.4968,0.2763,0.2269,1
1463,1478,21,0,0.8544,0.8886,0.9519,1.9619,1.7025,1.1244,0.8081,3.52798e-02,0.1567,1
1464,9464,22,0,0.9874,0.8381,0.2220,2.2238,4.9562,11.8487,0.9862,9.44510e-03,4.31275e-03,1
1465,6052,32,0,1,1,0.9802,0.5768,1.1907,4.1694,0.9679,2.99794e-02,2.07291e-03,1
1466,13115,32,0,0.9830,0.8301,0.6508,2.4187,5.0481,6.8686,0.5493,0.1904,0.2602,1
1467,13017,32,-9,0.9666,0.9073,0.7548,4.7231,6.1688,8.3794,0.3524,0.3598,0.2878,1
1468,14858,33,0,1,0.9999,0.9995,2.7402,3.2049,3.9483,0.8371,0.1591,3.82771e-03,1
1469,14751,33,0,0.9802,0.9856,0.9933,7.8920,7.4671,5.9867,0.4867,0.2708,0.2426,1
1470,7287,33,0,0.8743,0.7281,0.8191,3.8044,5.2724,4.4023,0.8738,9.71779e-02,2.89839e-02,1
1471,9272,20,-9,0.6784,0.6784,0.6784,1.5167,1.5167,1.5167,0.7871,0.1209,9.19967e-02,1
1472,7716,20,2,0.7436,0.6380,0.9594,5.9634,6.9913,3.1183,3.89175e-02,1.13223e-02,0.9498,1
1473,1179,20,2,0.7017,0.4405,0.8969,15.3248,19.2560,10.9393,3.57139e-02,4.60817e-03,0.9597,1
1474,1018,20,-9,0.9780,0.9959,0.9974,2.6017,1.6499,1.4708,0.1694,0.2500,0.5805,1
1475,3384,20,-9,0.9749,0.9829,0.9884,7.5693,7.0468,6.5792,0.1493,0.2380,0.6128,1
1476,5274,20,-9,0.8657,0.9147,0.9701,4.6252,3.9491,2.8470,0.1224,0.1204,0.7572,1
1477,10935,20,-9,0.9152,0.9787,0.9696,11.2496,8.6589,8.5306,0.2209,0.4018,0.3773,1
1478,14627,20,-9,0.9981,0.9994,0.9997,5.4048,4.5147,4.1485,0.4012,9.95591e-02,0.4992,1
1479,6827,20,-9,0.9908,0.9927,0.9920,2.0402,1.9213,1.9627,0.3428,0.4033,0.2539,1
1480,3903,20,0,0.7308,6.94842e-02,1.94056e-03,5.2480,13.1095,24.4299,0.9987,1.32746e-03,9.86905e-06,1
1481,9505,22,-9,0.9785,0.9186,0.8876,4.34777e-02,0.1697,0.2385,0.8451,0.1358,1.91636e-02,1
1482,750,22,0,0.9565,0.8143,0.3594,2.0591,3.6938,7.7046,0.7611,0.1513,8.76199e-02,1
1483,3148,32,-9,0.6386,0.6681,0.6800,14.4001,13.9855,13.8176,0.3945,7.35522e-02,0.5320,1
1484,10052,32,-9,0.2554,0.1787,0.5414,22.6013,24.4703,17.7175,9.85413e-02,1.58769e-02,0.8856,1
1485,13143,32,0,1,0.9998,0.8422,2.5385,3.8325,12.0964,0.8691,0.1301,7.63597e-04,1
1486,14128,33,0,0.9415,0.8932,0.9057,10.4326,11.8203,11.5042,0.9589,2.37059e-02,1.74039e-02,1
1487,406,33,-9,5.07904e-07,4.07617e-07,6.23388e-03,63.7086,64.2879,36.4185,7.85038e-07,3.88026e-07,1,1
1488,11834,20,-9,0.4889,0.9980,0.9999,7.4503,1.3650,0.6581,7.02381e-03,0.3303,0.6627,1
1489,1306,20,-9,0.9907,1,0.9955,2.0462,0.2559,1.6846,0.3166,0.4814,0.2020,1
1490,5306,20,0,0.9385,0.7722,0.8443,10.5357,14.1950,12.8877,0.8220,2.33778e-02,0.1546,1
1491,6311,20,0,2.22510e-04,5.08850e-31,8.45311e-12,46.8528,191.4536,91.2934,1,1.86615e-32,1.56708e-10,1
1492,14169,20,-9,6.10325e-02,0.1718,0.3300,29.3256,24.6664,21.1237,9.35411e-03,0.2112,0.7794,1
1493,9256,20,-9,0.9449,0.9891,0.9868,3.4277,2.1378,2.2515,0.1550,0.6460,0.1990,1
1494,4089,20,0,0.6746,0.6289,0.3138,15.7394,16.4232,21.4244,0.9721,2.48510e-02,3.04662e-03,1
1495,2051,20,0,0.9940,0.9666,0.9152,7.0456,9.3795,11.2484,0.6297,0.3069,6.34198e-02,1
1496,13802,21,1,4.06928e-03,0.7442,4.89401e-05,22.4999,5.9567,33.5532,4.89165e-04,0.9995,4.18384e-07,1
1497,13899,21,0,0.9380,0.2295,1.12787e-02,9.8084,22.0554,34.3869,0.9990,1.02791e-03,2.97990e-06,1
1498,10615,22,0,0.8067,0.2629,0.6401,12.7415,21.3335,14.3795,0.8480,2.17744e-03,0.1499,1
1499,6013,32,0,0.9994,0.9982,1.91808e-06,5.0448,5.3316,60.1735,0.8980,0.1020,2.22992e-14,1
1500,8667,32,0,0.9566,0.9495,0.9525,2.6061,2.7415,2.6862,0.7105,0.1335,0.1560,1
1501,4458,32,0,1,0.9977,0.9764,3.1446,6.0980,8.8180,0.9549,4.43607e-02,7.86287e-04,1
1502,8315,33,-9,0.9160,0.9693,0.9644,0.9587,0.9133,0.9774,0.8757,5.58567e-02,6.84380e-02,1
1503,6862,33,0,0.9810,0.9444,0.9470,7.1860,8.8648,8.7766,0.7323,7.57736e-02,0.1919,1
1504,6112,33,0,0.9434,0.7609,0.7823,9.6255,13.5024,13.1542,0.6787,0.1663,0.1550,1
1505,5344,20,-9,0.5337,0.9594,0.8458,16.8458,9.0154,12.0277,2.01124e-02,0.6897,0.2902,1
1506,5367,20,0,0.8543,0.3747,0.8137,8.6251,15.0505,9.2658,0.8416,4.26952e-02,0.1157,1
1507,713,20,0,0.9375,2.80592e-02,0.3978,6.2267,24.3500,13.6656,0.9435,6.58123e-04,5.58787e-02,1
1508,9295,20,-9,0.6004,0.4146,0.8529,16.8443,19.6714,12.7139,9.61575e-02,4.31577e-02,0.8607,1
1509,3177,20,-9,0.9993,0.9835,0.9997,2.0524,3.9944,1.7950,0.4038,5.99794e-02,0.5362,1
1510,11511,20,0,0.5997,0.4372,0.5933,15.8982,19.3091,15.9898,0.8643,2.09118e-02,0.1148,1
1511,4484,20,-9,0.9999,0.9997,0.9997,1.59296e-04,6.31937e-04,6.05815e-04,0.7555,0.1440,0.1005,1
1512,102,20,-9,0.9363,0.9217,0.8177,2.9691,3.1931,4.4164,0.2487,0.1522,0.5991,1
1513,13202,20,-9,0.4200,0.8076,0.7732,17.5163,11.8760,12.4338,3.64508e-02,0.4639,0.4996,1
1514,5001,20,0,0.9384,2.13938e-03,9.16717e-04,3.5515,25.8775,26.3447,1,1.22507e-05,7.24016e-06,1
1515,7279,21,0,2.63460e-02,2.96625e-04,4.86573e-05,31.3315,46.0005,51.2549,0.9995,4.17199e-04,1.09812e-04,1
1516,1071,22,-9,0.5591,0.2653,0.7465,16.4796,21.2853,13.7308,0.1401,5.00335e-03,0.8549,1
1517,7688,22,0,0.9995,0.9805,0.7636,0.4911,1.5520,4.1392,0.9633,3.17135e-02,5.03563e-03,1
1518,10217,32,0,0.8752,0.8038,0.8743,4.5041,4.5560,4.5154,0.8547,6.85038e-02,7.67799e-02,1
1519,10173,32,0,0.5225,7.85386e-02,1.47905e-03,17.0088,28.2607,41.0909,0.9866,1.33672e-02,3.20215e-05,1
1520,9711,32,0,0.5873,6.87368e-02,0.1124,16.0756,28.8281,25.4737,0.9895,6.14660e-04,9.87555e-03,1
1521,6890,33,0,0.9975,0.9358,0.1806,3.5895,6.9708,18.6057,0.9168,8.30696e-02,8.93275e-05,1
1522,14608,33,0,0.9996,0.9878,0.9966,0.9056,2.2026,1.5704,0.9699,1.06778e-02,1.94669e-02,1
1523,10103,33,-9,0.9764,0.9845,0.9896,2.6572,2.3551,2.1086,0.1886,0.2940,0.5174,1
1524,9274,20,-9,0.7987,0.9286,0.7819,12.0238,9.3499,12.2961,0.2060,0.5162,0.2778,1
1525,8849,20,0,0.9972,0.9915,0.9935,5.7272,6.8216,6.5306,0.5556,0.2329,0.2115,1
1526,14685,20,0,0.9268,0.3393,0.1427,3.7542,10.1400,12.1964,0.8775,8.28017e-02,3.96491e-02,1
1527,6860,20,-9,0.8592,0.8295,0.8816,4.7051,5.0553,4.4209,0.2124,0.1141,0.6735,1
1528,4690,20,1,8.32592e-02,0.4398,1.99821e-03,28.0088,18.2416,41.6132,1.93117e-03,0.9981,7.22786e-06,1
1529,9204,20,0,0.8470,7.84637e-04,2.74450e-02,12.0041,41.5267,29.8503,0.9999,9.39710e-08,1.00711e-04,1
1530,5194,20,0,0.9794,0.2418,0.8992,3.6371,14.9931,5.5909,0.9670,1.67695e-04,3.28767e-02,1
1531,4343,20,0,0.9732,0.9923,0.9833,2.2282,1.9437,1.9215,0.4011,0.2209,0.3781,1
1532,14248,20,-9,0.4126,0.4805,0.3011,9.2718,8.5425,10.6413,0.1966,0.4987,0.3047,1
1533,3987,21,0,0.9958,1.99329e-03,0.9923,6.6740,40.1468,7.3275,0.6617,9.24652e-09,0.3383,1
1534,14313,22,-9,0.7769,0.5549,0.2814,14.1161,16.5397,22.0570,0.4901,0.4977,1.21903e-02,1
1535,6437,32,0,0.9644,0.9842,0.9859,2.9973,2.3671,2.2952,0.4550,0.3525,0.1925,1
1536,6705,32,-9,0.9558,0.9443,0.9586,9.8804,10.3323,9.7611,0.4484,9.50297e-02,0.4566,1
1537,1848,32,0,0.9469,0.9407,0.9400,2.7896,3.5075,3.5221,0.9025,6.85991e-02,2.89090e-02,1
1538,12600,33,0,0.9934,0.9906,0.9467,7.1373,7.5532,10.2439,0.6960,0.2870,1.69911e-02,1
1539,6181,33,0,0.9350,0.8067,0.2850,9.1620,11.8916,19.7920,0.6113,0.3828,5.93602e-03,1
1540,13843,20,-9,0.9474,0.9721,0.8883,3.3785,2.7876,4.3317,0.1128,0.5866,0.3006,1
1541,3788,20,0,0.9999,0.9955,0.9977,3.7456,6.1533,5.0229,0.9415,3.73298e-02,2.12094e-02,1
1542,11508,20,-9,0.9879,0.9769,0.9897,7.2417,8.1133,7.0498,0.3637,3.08336e-02,0.6055,1
1543,10664,20,-9,0.7931,0.6809,0.9960,5.4536,6.5783,1.6408,4.70795e-02,5.72241e-02,0.8957,1
1544,13349,20,0,0.9841,0.9842,0.9958,1.4475,1.4445,0.6324,0.4804,0.2379,0.2817,1
1545,14538,20,0,3.53636e-02,7.25104e-06,1.27418e-06,15.0500,35.9994,39.9724,1,3.31559e-06,1.20889e-06,1
1546,2313,20,-9,0.4185,0.4729,0.1938,17.5379,16.7284,21.7681,7.83267e-02,0.8249,9.67377e-02,1
1547,8071,20,-9,0.9997,0.9994,0.9992,6.66732e-04,1.12427e-03,1.51585e-03,0.6609,0.1997,0.1394,1
1548,1629,20,-9,0.9998,1,0.9918,0.1179,2.97294e-02,0.5075,0.2482,0.5555,0.1963,1
1549,10692,20,-9,0.9929,0.9476,0.9889,9.09851e-02,0.3638,2.23916e-02,0.8654,7.98681e-02,5.47106e-02,1
1550,14004,21,-9,0.9102,0.9406,0.9855,2.7130,1.7574,1.4016,0.1237,0.5686,0.3078,1
1551,6273,22,0,0.9806,0.9709,0.9723,8.5254,9.1504,9.0688,0.9510,3.44709e-02,1.44972e-02,1
1552,10073,22,0,0.9480,0.8911,0.9162,6.6319,7.9664,7.4455,0.6425,0.1641,0.1933,1
1553,2479,32,-9,0.9996,0.9997,0.9984,8.22274e-04,1.10469e-07,3.13557e-03,0.7997,0.1245,7.58171e-02,1
1554,108,32,-9,0.9135,0.9756,0.9640,3.3089,2.1632,2.4499,0.3421,0.1093,0.5486,1
1555,11376,32,-9,0.4245,0.4721,0.3008,18.4794,18.7634,21.6729,0.1581,0.3667,0.4752,1
1556,3867,33,0,0.9552,0.8442,4.92976e-02,9.1880,12.0581,28.9255,0.8451,0.1549,1.53649e-06,1
1557,5121,33,0,0.9999,0.9856,0.9842,0.4638,2.3091,2.3687,0.8098,0.1572,3.29908e-02,1
1558,851,20,-9,0.9959,0.9986,0.9674,0.1861,0.1087,0.5604,0.5528,0.2689,0.1783,1
1559,11377,20,-9,0.5761,0.8292,0.6762,17.2036,13.1797,15.7145,6.32155e-02,0.2672,0.6696,1
1560,9391,20,0,0.9915,0.9895,0.9867,7.4347,7.6877,7.9987,0.5431,0.1248,0.3321,1
1561,9771,20,-9,0.7554,0.8818,0.8042,5.8447,4.4184,5.3346,0.1169,0.7991,8.40047e-02,1
1562,8980,20,2,0.6793,0.9819,0.9960,14.7469,8.4256,6.6159,4.52862e-03,3.43758e-02,0.9611,1
1563,12536,20,-9,0.9931,0.9985,0.9956,7.2013,5.7156,6.7042,0.1272,0.5236,0.3491,1
1564,12124,20,0,0.9885,0.9844,0.9592,7.8041,8.2161,9.7343,0.5584,0.2489,0.1927,1
1565,5277,20,-9,0.9992,0.9963,0.9969,1.68765e-03,7.48991e-03,6.25138e-03,0.6932,0.1562,0.1507,1
1566,10457,20,0,0.9952,0.8863,0.8195,1.7144,4.3583,5.1676,0.8804,6.79637e-02,5.16200e-02,1
1567,2311,21,0,0.9259,0.9996,0.9931,1.3854,0.1403,0.2443,0.7853,5.02828e-02,0.1644,1
1568,11286,22,0,0.9228,0.8932,0.9089,10.2677,11.0262,10.6416,0.9096,4.35264e-02,4.68405e-02,1
1569,4473,32,0,0.5525,0.6589,0.6690,16.5754,15.0448,14.8972,0.6061,0.1170,0.2768,1
1570,3643,32,0,0.9648,0.8508,0.7756,2.9879,4.8071,5.6377,0.8867,7.80686e-02,3.52349e-02,1
1571,7677,32,0,0.9906,0.9732,0.5188,7.5506,9.0186,18.0548,0.9816,1.83794e-02,3.38471e-05,1
1572,5729,33,0,0.5628,0.4575,0.5495,16.4264,16.9542,16.6185,0.7908,9.15302e-02,0.1176,1
1573,3666,33,0,0.5757,4.20914e-02,3.20133e-02,7.5922,16.0202,16.8223,0.9863,1.16350e-02,2.04828e-03,1
1574,2106,20,-9,0.4372,0.9976,0.9998,17.2550,4.5294,3.3811,7.98824e-03,0.4954,0.4966,1
1575,6210,20,0,0.9802,0.4704,0.7227,7.8931,17.7777,14.9982,0.9529,1.03821e-02,3.66871e-02,1
1576,4905,20,-9,0.8946,0.9458,0.9109,3.5580,2.8076,3.3447,0.1351,0.3935,0.4714,1
1577,7265,20,0,0.5475,0.5431,0.5116,7.8679,7.9114,8.2259,0.7382,0.1725,8.93001e-02,1
1578,13425,20,0,0.9934,0.3190,0.8590,5.9635,18.0835,10.9523,0.8308,1.38623e-03,0.1678,1
1579,4815,20,2,0.9626,0.5692,0.9996,8.8756,16.3352,4.3053,2.23670e-02,7.52762e-04,0.9769,1
1580,3530,20,0,0.9407,0.9057,0.8733,2.8954,3.4143,3.8159,0.4867,0.2420,0.2713,1
1581,10779,20,-9,0.4658,0.9921,0.9787,13.7850,4.4488,5.4411,8.35651e-04,0.5133,0.4858,1
1582,1204,20,2,0.6598,0.4960,0.9792,15.0320,18.3977,8.6265,2.35088e-03,1.91357e-03,0.9957,1
1583,12168,21,0,0.9999,0.9887,0.9986,0.1543,1.2911,0.6661,0.9190,4.78835e-03,7.61654e-02,1
1584,12351,22,0,0.9483,0.9857,0.9924,5.2714,3.8684,3.3624,0.6881,0.1426,0.1693,1
1585,2210,22,-9,0.8076,0.9482,0.9553,11.8761,8.7361,8.4738,0.2794,0.4931,0.2275,1
1586,6121,32,0,0.3509,0.1342,0.1866,9.9944,13.6796,12.4996,0.6539,0.1994,0.1467,1
1587,5372,32,0,0.8665,0.6294,0.6460,12.4294,16.4154,16.1679,0.9792,1.53035e-02,5.54280e-03,1
1588,13902,32,-9,0.9852,0.9673,0.4249,7.5031,8.6524,18.4728,0.2466,0.7504,3.02367e-03,1
1589,9932,33,0,0.9982,0.9983,0.9758,5.8649,5.8067,8.8583,0.6970,0.2670,3.60142e-02,1
1590,14931,33,-9,0.9444,0.9980,0.5209,8.1462,4.4025,15.0506,0.2034,0.7924,4.28564e-03,1
1591,2860,1,-9,0.9997,0.9998,0.9994,1.12103e-02,8.07295e-03,1.79969e-02,0.7263,0.2307,4.30245e-02,0
1592,285,1,0,1,0.9291,0.9967,1.7404,9.3359,5.3235,0.9910,6.40364e-03,2.57777e-03,0
1593,13799,1,0,1,0.6545,4.88027e-04,0.1240,9.5605,33.2015,0.9973,2.73700e-03,4.42469e-08,0
1594,11735,1,0,0.9997,0.9887,0.9947,0.1332,0.5852,0.4223,0.9638,2.70747e-02,9.12789e-03,0
1595,11794,1,0,0.9999,0.6503,8.50894e-05,4.0909,16.1038,49.6554,0.9894,1.06113e-02,8.80758e-11,0
1596,9782,1,0,0.7238,0.4040,0.3826,14.0804,18.8045,19.1511,0.9352,4.83201e-02,1.64308e-02,0
1597,5251,1,0,1,0.9997,0.5079,0.3910,1.7935,11.2468,0.9689,3.09502e-02,1.87266e-04,0
1598,11747,1,0,0.4519,0.3727,0.4063,19.0772,19.3152,19.8058,0.9768,2.03935e-02,2.81214e-03,0
1599,3831,1,0,1,0.8912,8.40575e-03,0.1778,3.6008,20.5623,0.9857,1.42786e-02,4.62540e-07,0
1600,4969,1,0,1,0.9996,0.9996,4.56544e-02,0.1426,0.1407,0.7951,4.95683e-02,0.1554,0
1601,13706,1,0,0.9945,0.8760,0.9113,5.7927,11.4141,10.5809,0.9998,1.21762e-04,6.47133e-05,0
1602,6342,1,0,0.8262,0.7430,0.5511,13.2381,14.6759,17.5724,0.9958,4.19064e-03,5.18064e-05,0
1603,3002,1,0,0.9997,0.4303,0.1071,0.8677,9.0762,14.4517,0.9983,1.66664e-03,2.00722e-05,0
1604,5911,1,0,1,0.8656,5.48002e-08,0.8070,11.6329,67.6376,0.9994,6.39312e-04,1.71976e-16,0
1605,7307,1,0,0.9999,0.6004,0.4749,3.7270,15.8881,17.7099,0.9991,5.15909e-04,3.82995e-04,0
1606,11414,1,0,1,0.1724,2.45309e-04,1.8388,21.1610,43.3752,1,1.96345e-05,1.01544e-10,0
1607,5750,1,0,0.9146,0.8670,0.9109,9.7285,10.7958,9.8231,0.8638,8.27861e-02,5.34070e-02,0
1608,1831,1,0,0.9982,0.9980,0.9895,5.8767,5.9545,7.0761,0.8436,0.1466,9.80511e-03,0
1609,6292,1,0,1,0.8741,0.3428,0.1963,6.7427,13.3688,0.9991,8.34988e-04,5.75991e-05,0
1610,3034,1,0,1,0,3.15975e-22,1.4664,274.6991,146.7614,1,0,2.00925e-32,0
1611,1899,1,0,1,1.99642e-06,5.77307e-10,1.1238,58.3040,78.9985,1,9.84413e-14,9.87313e-19,0
1612,434,1,0,1,0.9174,7.30296e-03,2.8487,9.6561,34.4674,0.9931,6.94605e-03,1.23402e-08,0
1613,9840,1,0,1,0.9787,0.2262,0.7444,7.3422,21.0021,0.9974,2.54923e-03,1.54806e-06,0
1614,9719,1,0,1,2.28149e-15,4.76907e-09,1.8560,110.7500,75.7119,1,1.26739e-25,6.56925e-18,0
1615,7084,1,0,1,0.2666,8.70623e-05,2.2979,22.3630,49.5894,1,2.41958e-06,2.98074e-12,0
1616,14345,1,0,0.9998,0.5003,7.34082e-04,4.2740,18.3337,44.7869,0.9999,8.53938e-05,7.16186e-11,0
1617,10070,1,0,0.9967,1.55725e-06,6.08363e-16,5.8550,58.9624,111.5794,1,7.01124e-13,6.01208e-24,0
1618,14097,1,0,1,1.46630e-06,9.90137e-04,0.4074,41.8160,26.1496,1,4.92698e-11,5.59139e-08,0
1619,6729,1,0,0.9983,0.8685,7.40921e-04,5.3085,11.5733,41.6999,0.9987,1.28530e-03,2.19343e-11,0
1620,2589,1,0,0.8992,0.4414,6.56042e-02,4.1791,8.9555,14.6833,0.9890,1.04599e-02,5.39048e-04,0
1621,6618,1,0,0.9999,0.9560,0.8384,0.6755,3.1958,4.9532,0.9364,5.87596e-02,4.84744e-03,0
1622,2146,1,0,1,6.72631e-02,8.48884e-03,0.2495,15.9818,22.1258,0.9999,4.94816e-05,2.96372e-06,0
1623,5725,1,0,1,1.27687e-05,4.54667e-04,0.3546,36.7546,28.1051,1,1.80374e-10,5.66035e-09,0
1624,14298,1,0,1,3.20455e-22,2.30554e-08,1.9504,146.7298,71.7219,1,1.76367e-33,2.74810e-17,0
1625,4677,1,-9,0.9999,0.9999,0.9990,1.71975e-04,2.71186e-04,1.98326e-03,0.7144,7.51761e-02,0.2104,0
1626,933,1,0,0.9994,0.2280,9.63267e-05,2.7680,17.5519,40.9709,0.9999,9.65835e-05,1.05339e-10,0
1627,3528,1,0,1,0.8073,6.46537e-02,0.6330,7.7104,20.1307,0.9991,9.03817e-04,2.10983e-06,0
1628,9028,1,0,0.9999,5.83091e-02,4.59708e-12,3.6241,26.9836,90.6768,1,5.30773e-06,1.99861e-20,0
1629,9561,1,-9,0.9988,0.9972,0.9908,2.69313e-02,4.90613e-02,0.1083,0.6182,0.3078,7.40290e-02,0
1630,6820,1,0,0.3546,0.2838,0.3053,8.8556,10.8829,10.5843,0.9176,4.67919e-02,3.55732e-02,0
1631,12105,1,-9,0.9999,0.8953,0.8949,1.71119e-08,0.2211,0.2222,0.8811,5.05012e-02,6.84200e-02,0
1632,1885,1,0,0.9933,0.9357,0.6954,6.5608,9.8820,13.5970,0.9408,2.82086e-02,3.09696e-02,0
1633,1562,1,0,0.6861,0.5728,0.6300,6.5285,7.6209,6.1543,0.6370,0.1975,0.1655,0
1634,4079,1,-9,0.9910,0.9414,0.4586,0.1069,0.3942,2.5937,0.9003,9.46542e-02,5.07158e-03,0
1635,8872,1,0,0.4999,0.4885,0.3748,8.3443,8.4598,9.7056,0.9664,1.16851e-02,2.18837e-02,0
1636,11439,1,0,0.9999,0.7361,5.29933e-04,3.0197,13.0007,41.1374,0.9997,3.31401e-04,1.00526e-10,0
1637,7271,1,0,1,2.53743e-05,1.03534e-11,0.5404,54.7510,90.8040,1,5.41628e-13,5.44517e-21,0
1638,11537,1,0,0.9641,0.9397,0.9303,8.1124,9.7531,10.0490,0.9605,3.13827e-02,8.09985e-03,0
1639,10885,1,0,1,1.15369e-16,8.64606e-07,1.5027,115.3999,60.5128,1,1.64534e-26,8.06601e-15,0
1640,7959,1,-9,0.9802,0.9802,0.9802,0.1838,0.1838,0.1838,0.8735,4.90222e-02,7.74938e-02,0
1641,11804,1,0,0.9694,0.9688,8.26844e-02,2.3260,2.3385,13.9649,0.8508,0.1486,6.51616e-04,0
1642,12382,1,0,1,0.4126,0.6734,2.31198e-02,3.9516,3.1725,0.9931,8.37862e-04,6.10935e-03,0
1643,4508,1,0,0.8540,0.7816,0.5993,12.6911,14.0358,16.8602,0.9387,5.90593e-02,2.20274e-03,0
1644,383,1,0,1,0.8379,0.2622,0.1648,4.9581,11.2004,0.9957,4.24831e-03,8.48720e-05,0
1645,4453,1,0,0.9967,0.9599,0.9982,0.3444,1.0325,0.2669,0.5816,2.25156e-02,0.3959,0
1646,13054,1,0,0.9688,0.4911,0.8307,8.5723,18.4727,12.3132,0.9969,3.24406e-04,2.82010e-03,0
1647,1171,1,0,0.9999,0.2814,4.49067e-09,3.2438,22.0569,75.8631,1,1.95265e-05,1.04744e-17,0
