,CID,TYPE,ITYPE_BEST,FITPROB_Ia,FITPROB_Ibc,FITPROB_II,CHI2_Ia,CHI2_Ibc,CHI2_II,PBAYES_Ia,PBAYES_Ibc,PBAYES_II,Ia=0__CC=1
2610,10966,20,-9,0.5899,0.9960,0.8905,3.7234,0.1851,1.1235,0.1338,0.4447,0.4215,1
2611,11896,20,0,0.8839,9.70836e-02,0.1076,10.4464,26.1183,25.6662,0.9993,4.68826e-04,2.27928e-04,1
2612,11820,20,-9,0.1210,0.2362,0.2362,26.3399,21.9056,21.9064,3.13996e-04,0.4121,0.5876,1
2613,1565,20,0,0.9982,0.5056,0.8894,1.3318,8.2865,4.3166,0.9917,1.86847e-03,6.41685e-03,1
2614,217,20,-9,0.8872,0.9820,0.9342,4.3466,2.4583,3.6267,9.88247e-02,0.3650,0.5362,1
2615,14688,21,2,0.7105,0.6212,0.9642,15.1888,16.5369,9.4996,8.00268e-03,5.72110e-03,0.9863,1
2616,3317,22,0,0.9877,0.7445,0.6269,6.6434,12.8752,14.5633,0.8587,0.1003,4.09674e-02,1
2617,1323,32,0,0.9385,0.3894,0.4844,9.7913,19.0394,17.5690,0.9990,3.94207e-04,6.32900e-04,1
2618,1275,32,0,0.9981,0.4731,0.2877,1.3516,8.6194,10.8284,0.9952,6.30520e-04,4.20072e-03,1
2619,7218,32,0,0.9997,0.9904,0.9981,4.4970,7.5786,5.9382,0.9513,2.36398e-02,2.50222e-02,1
2620,14748,33,0,0.9985,0.9724,0.1888,1.2678,2.7807,12.4553,0.9051,9.44819e-02,4.44210e-04,1
2621,6692,33,0,0.9002,0.8690,0.8460,10.0807,10.7554,11.1992,0.8227,0.1068,7.05684e-02,1
2622,14118,33,0,0.9999,0.9998,0.9997,3.7609,4.4334,4.5652,0.8839,3.85143e-02,7.76348e-02,1
2623,11504,20,-9,0.8858,0.6661,0.8595,4.3646,6.7210,4.7020,0.4065,1.79482e-02,0.5755,1
2624,4852,20,0,0.7564,0.5858,0.6474,12.6937,15.1343,14.2766,0.6164,0.1349,0.2486,1
2625,14139,20,-9,0.9576,0.9649,0.9452,5.6615,6.0609,6.7119,8.73357e-02,0.3114,0.6013,1
2626,8657,20,0,0.9745,0.8918,0.3050,8.2598,11.0588,19.4184,0.6541,0.3435,2.47163e-03,1
2627,9285,20,-9,0.9920,0.9999,0.9977,6.1650,3.1007,5.0348,7.81565e-02,0.5937,0.3281,1
2628,4346,20,-9,0.9763,0.9580,0.8970,2.6587,3.1522,4.2111,0.3896,0.4126,0.1979,1
2629,3848,20,0,0.9966,0.9198,0.9207,1.5643,3.8697,3.8549,0.7415,0.1497,0.1087,1
2630,7185,20,0,0.2366,0.1639,0.1180,23.0173,24.9001,26.4564,0.8181,0.1040,7.78977e-02,1
2631,8723,21,2,0.3170,0.7656,0.9802,19.2036,12.5518,7.2396,1.47080e-03,3.38115e-02,0.9647,1
2632,3255,22,-9,0.5321,0.8697,0.4654,16.8698,11.5484,16.8377,7.74416e-02,0.8578,6.47389e-02,1
2633,8835,22,0,0.7538,7.90095e-02,0.1455,5.8608,15.4617,13.3963,0.9916,3.19209e-03,5.21937e-03,1
2634,10221,32,1,0.3153,0.9690,5.53420e-08,10.4500,2.8755,49.3142,2.20065e-02,0.9780,1.65956e-11,1
2635,8766,32,0,0.7470,0.8085,0.6853,5.9287,5.2879,6.5357,0.9306,6.23085e-02,7.04842e-03,1
2636,7786,32,0,0.9996,0.9823,0.8459,0.9018,2.4476,4.8646,0.8307,0.1195,4.97336e-02,1
2637,14531,33,0,0.7106,0.6067,0.6196,15.1884,16.7516,16.5608,0.9526,1.47306e-02,3.26269e-02,1
2638,4723,33,-9,0.9398,0.9713,0.8974,10.4885,9.1302,11.7156,0.3237,0.4319,0.2444,1
2639,7818,20,-9,0.8168,0.2075,0.9993,5.1968,12.1046,1.0604,0.1488,7.72331e-04,0.8504,1
2640,8573,20,0,0.7153,0.7060,0.5774,15.1137,15.2590,17.1841,0.7036,0.2116,8.47541e-02,1
2641,14179,20,0,0.9743,0.9971,0.9937,8.2753,5.7448,6.5082,0.4111,0.2551,0.3339,1
2642,12961,20,0,0.9900,0.9971,0.9753,2.0905,1.5039,2.6905,0.5469,0.3171,0.1360,1
2643,1325,20,2,0.7089,0.6651,0.9951,6.3063,6.7313,1.7304,3.29844e-02,1.71970e-02,0.9498,1
2644,4149,20,2,5.23039e-02,0.5752,0.9746,28.6898,17.2160,8.9316,1.00596e-05,5.42612e-03,0.9946,1
2645,4375,20,-9,0.7240,0.8422,0.8290,12.2867,11.2697,11.5084,0.2411,0.2885,0.4704,1
2646,12505,20,0,0.9863,0.9977,1,2.2782,1.4215,0.3024,0.5023,0.2753,0.2223,1
2647,14865,20,0,1,0.5929,0.9916,3.5806,16.9546,7.4284,0.9090,2.81029e-04,9.07378e-02,1
2648,4354,20,-9,0.4500,0.4177,0.3931,19.1067,19.6205,18.9789,0.3932,0.1966,0.4103,1
2649,14976,20,-9,0.6338,0.5589,2.84118e-02,7.0320,7.7557,18.6423,0.4290,0.5697,1.27932e-03,1
2650,10447,21,0,0.9997,0.1301,0.9726,4.5253,26.0023,9.0532,0.9550,2.96046e-06,4.50439e-02,1
2651,10520,22,1,2.87104e-03,0.7468,1.09316e-03,36.0243,11.9595,38.9847,1.74157e-05,1,1.09980e-06,1
2652,4124,22,-9,0.4806,0.4350,0.1739,17.6248,19.3440,24.6058,0.4009,0.5728,2.62889e-02,1
2653,3844,32,0,0.9211,0.9751,0.7964,3.8485,2.6971,5.4191,0.7197,0.2216,5.86404e-02,1
2654,1177,32,0,1,0.9978,0.9998,3.3815,6.0412,4.3860,0.9466,2.47265e-02,2.86883e-02,1
2655,14353,33,-9,0.8269,0.9903,0.9511,11.5454,6.3748,8.6335,0.1413,0.3653,0.4934,1
2656,6780,33,0,0.8084,0.7327,0.7905,12.7118,13.0524,13.0176,0.7722,0.1519,7.59586e-02,1
2657,2204,33,0,1,1,0.9999,2.68132e-02,2.63487e-02,7.12796e-02,0.8712,8.13365e-02,4.74224e-02,1
2658,7865,20,0,0.9867,0.9992,0.9905,2.2577,1.0752,2.0615,0.4671,0.4279,0.1050,1
2659,12457,20,-9,0.7494,0.8916,0.8760,14.5725,11.8583,12.2208,0.1189,0.5090,0.3721,1
2660,13204,20,-9,0.9848,0.9930,0.9967,8.1781,7.2182,6.4209,0.2783,0.2804,0.4413,1
2661,13119,20,0,3.23205e-02,5.76923e-06,7.89772e-07,27.9202,53.7162,58.9367,1,8.22575e-06,8.62288e-07,1
2662,13360,20,-9,0.9956,0.9965,0.7770,0.1934,0.3540,2.4969,0.9252,5.43326e-02,2.04994e-02,1
2663,2224,20,0,0.9996,0.9684,0.9707,0.1468,0.9254,0.8928,0.7932,6.68882e-02,0.1400,1
2664,4960,20,0,9.99735e-03,1.41544e-13,2.04565e-16,36.1918,101.0606,116.3467,1,4.68860e-15,2.58607e-18,1
2665,5521,20,0,0.9506,0.9515,0.9423,3.3134,3.2931,3.4782,0.7254,0.1941,8.05198e-02,1
2666,12749,20,-9,0.7805,0.7643,0.7609,12.3178,13.4480,13.5033,5.79163e-02,0.3572,0.5849,1
2667,11204,21,0,0.2007,2.41693e-06,0.1701,20.4478,56.0180,21.2220,0.7888,5.58269e-09,0.2112,1
2668,7620,22,-9,0.7502,0.9866,0.9787,14.5580,8.0097,8.6637,1.06669e-02,0.2790,0.7104,1
2669,13175,22,-9,2.45958e-09,6.65482e-05,1.30162e-25,77.3728,50.3613,164.1138,2.69562e-06,1,2.01677e-25,1
2670,1938,32,-9,0.6793,0.7637,0.7066,13.8272,13.4571,14.3409,0.3167,0.2044,0.4789,1
2671,13173,32,-9,0.9716,0.9971,0.9961,2.8028,1.5110,1.6239,0.1685,0.4064,0.4251,1
2672,9868,33,0,0.3639,0.2961,0.2484,20.5203,21.7659,21.6384,0.6191,0.1637,0.2172,1
2673,10793,33,-9,0.1372,4.71976e-02,4.76478e-02,3.9724,6.1068,6.0878,0.7221,0.1471,0.1308,1
2674,2942,33,-9,0.7575,0.6681,0.4362,5.8234,6.7017,9.0112,0.2837,0.6790,3.73023e-02,1
2675,13967,20,-9,0.6014,0.3007,0.2968,10.1663,14,14.0613,0.1492,0.4666,0.3842,1
2676,9241,20,1,0.9807,0.9983,0.7545,8.5136,5.8097,14.4893,2.55645e-02,0.9716,2.85278e-03,1
2677,9622,20,0,0.9921,0.9951,0.9954,7.3494,6.8326,6.7676,0.9425,3.43391e-02,2.31895e-02,1
2678,10777,20,-9,0.9942,0.8982,0.9735,1.8080,4.1936,2.7462,0.4644,6.07094e-02,0.4749,1
2679,10730,20,-9,0.9149,0.9472,0.9649,11.2561,10.2243,9.4658,9.93057e-02,0.1155,0.7852,1
2680,4727,20,0,0.8314,0.5211,0.6948,13.1391,18.0201,15.4322,0.9855,8.76121e-03,5.77142e-03,1
2681,10729,20,0,0.9977,0.9946,0.9965,1.0781,1.3748,1.2148,0.4160,0.1745,0.4096,1
2682,759,20,0,0.9602,0.7852,0.3544,8.9820,13.1059,19.6232,0.8610,0.1172,2.17609e-02,1
2683,2637,20,-9,0.1282,0.2304,0.1688,23.6858,20.9093,22.4296,0.3574,0.3804,0.2623,1
2684,3070,20,0,0.7925,0.7905,0.7909,12.1258,12.1582,12.1514,0.9352,4.32400e-02,2.15440e-02,1
2685,11170,21,-9,0.9969,1.25513e-02,0.9998,5.8034,32.6301,3.8857,0.4464,7.82872e-08,0.5536,1
2686,3949,22,0,0.9149,0.7982,0.9059,7.4744,9.4930,7.6682,0.8782,5.73950e-02,6.44406e-02,1
2687,6726,32,-9,0.1113,0.3532,3.70623e-03,25.5180,19.6447,38.1446,0.1781,0.8219,4.86255e-05,1
2688,14256,32,0,0.9990,0.9985,0.9980,1.1537,1.2685,1.3712,0.8948,7.48213e-02,3.04104e-02,1
2689,6892,32,-9,0.9908,0.9981,0.9260,7.5371,5.9171,10.9354,0.2517,0.7404,7.94680e-03,1
2690,2049,32,0,0.8477,0.9062,0.8714,11.1674,9.9381,10.7059,0.7769,0.1467,7.63910e-02,1
2691,4742,33,0,0.9860,0.9952,0.9715,6.8007,5.6579,7.7528,0.6173,0.3498,3.29656e-02,1
2692,4097,33,-9,0.5912,0.5059,0.5166,16.9809,18.2484,18.0869,0.3379,0.3665,0.2956,1
2693,6606,20,-9,0.7381,0.9863,0.9596,12.9707,6.7707,8.3045,4.67276e-02,0.7759,0.1774,1
2694,3333,20,-9,0.3772,0.5842,0.5704,18.1853,15.1566,15.3479,1.34147e-02,0.3983,0.5883,1
2695,7482,20,0,0.2762,0.3051,0.3266,15.5169,15.0365,15.7855,0.5873,0.2320,0.1807,1
2696,2260,20,-9,0.8970,0.8785,0.8243,4.2102,4.4610,4.3491,0.2299,6.75307e-02,0.7025,1
2697,11946,20,0,0.7088,0.7594,0.7594,5.4482,5.8033,5.8033,0.9448,3.29653e-02,2.22724e-02,1
2698,13975,20,0,1,1,0.9998,1.2784,1.6423,2.3901,0.8003,0.1549,4.48105e-02,1
2699,7588,20,-9,0.9706,0.6313,0.9598,9.1673,16.3879,9.7075,0.3515,3.81968e-02,0.6103,1
2700,2409,20,0,0.9995,0.9976,0.9958,0.6922,1.0893,1.2820,0.8878,0.1010,1.12249e-02,1
2701,8909,21,0,0.6595,0.1438,0.8815,6.7854,13.4365,4.4227,0.7547,1.76447e-03,0.2435,1
2702,2054,22,0,0.6756,8.63663e-02,0.7615,15.7235,27.8496,13.4930,0.8878,2.74290e-04,0.1120,1
2703,4421,22,-9,0.8701,0.9889,0.7704,10.7321,5.9277,11.6096,0.2315,0.7669,1.56816e-03,1
2704,14195,32,0,0.9967,0.4822,3.18433e-02,1.5575,8.5257,18.3005,0.9864,1.35307e-02,2.40333e-05,1
2705,5851,32,-9,1,0.9999,1,1.94728e-05,1.30595e-04,2.76872e-05,0.6615,0.1318,0.2067,1
2706,14196,32,0,0.9996,3.80935e-02,8.50503e-02,4.3242,29.9340,26.6873,1,1.40273e-06,6.46384e-06,1
2707,6497,33,-9,0.9714,0.8968,0.8824,2.2737,3.5307,3.7083,0.3468,0.2308,0.4224,1
2708,9013,33,0,6.87904e-03,1.00790e-09,4.52803e-23,34.6666,77.6295,148.6345,1,7.25083e-11,4.39314e-26,1
2709,4420,20,-9,0.9869,0.9552,0.9837,4.9168,6.4051,5.1476,0.1979,8.46118e-02,0.7175,1
2710,7146,20,-9,0.9591,0.9476,0.7792,9.0276,10.2078,14.0765,0.2834,0.4985,0.2181,1
2711,11610,20,-9,0.4215,0.2236,0.9174,9.1720,11.8210,3.2538,0.1297,1.48580e-02,0.8555,1
2712,7671,20,-9,0.8425,0.9618,0.9562,12.0909,9.6151,9.8669,2.54226e-02,0.3045,0.6701,1
2713,12618,20,0,0.8186,0.9613,0.8744,13.3793,9.6365,12.2564,0.6983,0.1468,0.1549,1
2714,7760,20,0,0.9991,0.9984,0.9998,1.1162,1.2899,0.7550,0.7329,0.1908,7.62966e-02,1
2715,4593,20,0,0.9949,0.9799,0.9930,5.7071,7.2644,6.0325,0.5495,5.98991e-02,0.3906,1
2716,11282,20,0,0.9988,0.9453,0.8983,1.2046,3.4191,4.1928,0.7019,0.2084,8.96590e-02,1
2717,8100,20,0,0.9463,0.9017,0.8734,10.2571,10.8227,12.2790,0.7638,0.1868,4.94117e-02,1
2718,1053,21,0,0.6018,8.64116e-11,3.66594e-02,16.8233,85.6498,30.0817,0.9999,3.17183e-17,1.38187e-04,1
2719,13880,22,-9,0.9828,0.9794,0.9669,0.1663,0.1886,0.2625,0.6846,0.2604,5.49098e-02,1
2720,8310,22,0,0.9981,0.9974,0.9914,1.0238,1.1169,1.5753,0.5709,0.1187,0.3104,1
2721,9289,32,0,0.3903,0.8915,4.99423e-03,9.5246,4.2870,21.9580,0.6828,0.3171,9.73316e-05,1
2722,4628,32,-9,0.9948,0.9979,0.9927,6.8930,6.0265,7.2568,0.2773,0.4837,0.2390,1
2723,7447,32,-9,1,1,1,4.55782e-04,1.43102e-03,1.49938e-03,0.7972,0.1158,8.69792e-02,1
2724,13996,33,0,0.9811,0.9796,0.9780,5.3031,5.3897,5.4772,0.8721,7.74819e-02,5.03952e-02,1
2725,5352,33,0,0.9982,0.9281,0.9203,1.3253,3.7325,3.8611,0.5414,0.1584,0.3002,1
2726,10934,1,0,0.9998,1.51735e-04,4.47882e-05,3.4279,46.3713,49.8361,1,1.41236e-10,7.67059e-12,0
2727,14130,1,0,1,0.9972,0.9835,2.34779e-02,0.3230,0.6907,0.9276,1.93129e-02,5.31169e-02,0
2728,8658,1,0,1,0.3753,0.8085,1.3470,19.2706,13.5633,0.9919,9.54280e-05,8.01608e-03,0
2729,12325,1,0,0.9906,5.56105e-03,0.9871,2.0546,23.2978,1.7757,0.7860,6.86154e-07,0.2140,0
2730,14918,1,0,1,0.2026,1.96277e-05,2.4827,23.8346,55.4787,1,4.32940e-06,4.08549e-13,0
2731,7257,1,0,0.9998,2.83260e-03,1.10457e-09,0.7516,25.1282,58.0867,1,2.96854e-07,1.30677e-14,0
2732,1435,1,0,0.9994,0.1395,0.4139,0.7320,10.9805,8.2026,0.9995,7.88679e-05,3.92509e-04,0
2733,12001,1,0,0.8516,1.41965e-02,1.82488e-02,11.9146,33.5774,32.6785,1,8.79510e-07,3.33818e-06,0
2734,12855,1,0,1,0.9851,0.5663,3.3958,8.1452,16.3758,0.9975,2.53752e-03,2.81747e-06,0
2735,4025,1,0,1,0.2361,7.11435e-07,0.5928,16.2465,53.5962,0.9999,1.16152e-04,4.05561e-13,0
2736,1087,1,0,1,0.9415,0.9941,0.7808,5.4432,3.1885,0.7656,1.59048e-02,0.2185,0
2737,853,1,0,0.9959,0.9928,4.04139e-02,4.9611,5.4777,28.4058,0.7632,0.2368,5.04186e-07,0
2738,10195,1,0,0.9736,0.5495,0.7280,8.3135,17.5972,14.9154,0.9879,1.07992e-02,1.31075e-03,0
2739,412,1,0,1,0.9051,4.98318e-03,1.2623,8.4357,32.8119,0.9988,1.20825e-03,5.10487e-09,0
2740,10881,1,0,1,1,8.24605e-02,1.0869,3.2780,26.8186,0.9450,5.50270e-02,1.44774e-08,0
2741,10965,1,0,0.9661,0.9434,0.9376,9.4071,10.3635,10.5652,0.9466,3.49388e-02,1.84227e-02,0
2742,11951,1,0,1,9.93007e-08,4.07391e-02,2.5408,67.9713,29.6740,1,4.88701e-16,9.49310e-08,0
2743,5749,1,0,0.9927,7.74217e-32,1.54816e-39,4.3779,181.6699,219.1680,1,6.82193e-40,0,0
2744,14350,1,0,0.9965,0.9111,0.8976,5.9283,10.5871,10.9234,0.9885,7.90915e-03,3.57844e-03,0
2745,13744,1,0,0.4243,0.2327,0.2917,18.4827,21.9844,20.7604,0.9509,1.15696e-02,3.75332e-02,0
2746,10018,1,0,1,0.4369,0.1722,0.2255,9.0044,11.5546,0.9988,7.58069e-04,4.52231e-04,0
2747,6939,1,-9,0.9820,0.9605,0.9996,0.1719,0.2973,7.40176e-04,0.6736,6.54810e-02,0.2609,0
2748,3203,1,-9,0.9989,0.9925,0.9925,2.20495e-03,1.49560e-02,1.51079e-02,0.3890,0.3776,0.2333,0
2749,1752,1,0,0.9988,6.02266e-03,0.1136,1.2035,23.0784,14.2536,0.9997,4.14809e-06,3.37767e-04,0
2750,7149,1,0,0.9651,0.3380,0.1254,2.9807,10.1556,13.9150,0.9967,1.98073e-03,1.31798e-03,0
2751,6894,1,0,1,2.73765e-02,2.24296e-03,0.2110,24.4326,32.2008,1,3.23412e-07,1.99881e-09,0
2752,7775,1,0,0.8229,0.7075,0.7984,4.3637,4.6094,4.6094,0.5335,0.4057,6.08148e-02,0
2753,14562,1,0,0.9996,0.3828,0.4811,4.8021,19.1473,17.6176,0.9997,1.83108e-04,7.32931e-05,0
2754,10682,1,0,0.3964,0.3964,0.3964,9.4549,9.4549,9.4549,0.7295,0.1130,0.1575,0
2755,12306,1,0,0.9991,0.8721,2.34255e-06,1.1067,3.8304,40.7289,0.8698,0.1302,1.59474e-10,0
2756,14415,1,0,1,6.41685e-08,1.09349e-14,1.3623,69.0986,107.0889,1,1.23400e-16,6.10661e-25,0
2757,6574,1,0,1,0.5957,0.1243,1.3236,14.9975,25.0223,0.9993,7.19817e-04,2.30996e-05,0
2758,4374,1,0,0.8819,0.8679,0.8558,11.2844,11.5860,11.0139,0.9697,8.45440e-03,2.18808e-02,0
2759,10284,1,0,1,0.1429,6.78853e-02,0.2587,13.4605,15.9523,0.9999,6.82685e-05,1.62065e-05,0
2760,6539,1,0,0.3592,0.3733,0.3557,20.6027,20.3592,20.6641,0.8807,8.36141e-02,3.56796e-02,0
2761,6254,1,0,0.9998,0.5669,3.93707e-02,4.4328,17.3390,29.8065,0.9997,2.59259e-04,1.59249e-07,0
2762,7223,1,0,1,2.48666e-03,8.36243e-03,2.3922,34.9659,31.1597,1,6.17740e-08,1.14105e-05,0
2763,11698,1,0,0.9994,0.9612,0.7914,1.0259,3.0763,5.4714,0.9177,8.16285e-02,6.79980e-04,0
2764,3485,1,0,0.9944,1.98176e-02,0.1765,5.7994,29.6652,21.0517,1,8.13538e-07,4.18795e-05,0
2765,1046,1,0,1,1.38497e-05,3.49226e-13,1.4787,53.0852,96.7863,1,1.27687e-12,3.12800e-22,0
2766,13134,1,0,1,3.93235e-02,0.9022,0.9996,29.8111,10.8108,0.9714,2.59348e-07,2.86417e-02,0
2767,5216,1,0,1,6.22987e-04,3.01658e-10,1.5003,35.8635,72.3023,1,4.61561e-09,2.71062e-17,0
2768,3374,1,0,0.8542,0.4101,1.36464e-06,12.6868,18.7071,61.0853,0.9986,1.44112e-03,1.91796e-12,0
2769,7332,1,0,0.9992,0.9815,0.5745,1.0977,2.4785,6.6532,0.9411,3.14325e-02,2.75063e-02,0
2770,10038,1,0,1,0.3340,3.00532e-03,1.3296,15.6694,31.3408,0.9999,7.68270e-05,1.87863e-09,0
2771,6836,1,0,1,0.9968,0.6925,2.7461,5.8450,14.5510,0.9908,8.64173e-03,5.54994e-04,0
2772,12092,1,0,1,0.2866,1.29039e-10,2.4932,20.8587,84.6684,1,8.73065e-06,1.62812e-19,0
2773,4766,1,0,1,0.3068,9.64514e-02,1.3466,18.2976,22.4535,0.9998,1.55798e-04,4.23016e-06,0
2774,10115,1,0,0.9723,0.9655,0.9691,9.0708,9.4349,9.2476,0.8658,6.37430e-02,7.04729e-02,0
2775,5102,1,0,1,0.5709,1.14538e-02,2.3862,16.3098,32.9450,0.9999,5.31821e-05,5.10089e-09,0
2776,11050,1,0,0.9999,4.85901e-05,1.99123e-03,3.9565,51.2589,40.1501,1,1.73045e-11,6.63018e-08,0
2777,4153,1,0,1,4.03607e-08,8.46137e-09,1.2548,66.5144,70.4088,1,6.90477e-16,6.21824e-17,0
2778,10280,1,0,0.6662,0.5940,0.4267,14.9388,15.9790,18.4448,0.9935,6.08715e-03,4.58626e-04,0
2779,11805,1,0,1,0.2062,0.2727,2.7226,22.6054,20.0297,0.9999,1.37558e-05,3.73639e-05,0
2780,1035,1,0,1,1.86240e-05,1.28975e-18,2.1551,53.9588,127.9764,1,1.56161e-12,1.58490e-28,0
2781,9159,1,0,0.9727,0.9636,0.9486,8.3660,8.8267,8.7196,0.9704,2.06719e-02,8.91418e-03,0
2782,6156,20,0,0.9998,0.7591,0.9939,0.8140,5.8065,1.8285,0.8388,5.89055e-03,0.1553,1
2783,7108,20,-9,0.9957,0.9936,0.9999,6.1273,6.5260,3.7098,0.1003,6.73473e-02,0.8324,1
2784,1911,20,0,0.9907,0.9706,0.9711,0.8477,1.3192,1.3110,0.4275,0.3396,0.2329,1
2785,1927,20,-9,0.8923,0.7837,0.9358,10.2617,12.2678,9.1387,0.2314,0.1565,0.6121,1
2786,11756,20,-9,0.6520,9.47764e-02,0.8609,15.1450,27.4418,12.5478,0.1178,8.47475e-05,0.8821,1
2787,7364,20,0,0.9999,0.8387,0.9853,3.4325,12.1639,7.4858,0.9113,4.75324e-03,8.39580e-02,1
2788,6620,20,0,0.9957,0.6922,0.8815,0.6418,3.8852,2.3816,0.9031,1.24592e-02,8.44591e-02,1
2789,2307,20,0,0.9878,0.9819,0.9905,7.2495,7.7657,6.9506,0.5611,0.1051,0.3338,1
2790,3843,20,0,0.9026,0.9044,0.8284,11.5838,11.5385,13.1967,0.6766,0.2296,9.37955e-02,1
2791,873,21,1,5.77009e-02,0.4425,8.38497e-12,27.0251,17.1766,87.1405,7.84551e-04,0.9992,1.85163e-16,1
2792,14756,22,0,0.8516,0.7802,0.9187,4.7970,5.5893,3.2354,0.4671,8.94137e-02,0.4434,1
2793,9669,22,-9,0.4292,0.6296,0.6891,17.3766,14.5256,13.6872,6.57276e-02,0.1448,0.7895,1
2794,9329,32,0,7.27700e-04,3.61787e-10,1.73125e-24,44.8140,82.1337,158.3764,1,4.52493e-09,1.94012e-25,1
2795,11433,32,0,0.9958,0.9952,0.9952,6.6537,6.8070,6.8106,0.8676,5.52742e-02,7.71252e-02,1
2796,11664,32,0,0.9993,0.9919,0.9257,5.1136,7.3743,10.9435,0.9756,2.34772e-02,8.89380e-04,1
2797,10287,33,-9,1,0.9996,0.9992,6.30078e-03,5.85612e-02,7.85570e-02,0.8659,8.61815e-02,4.79517e-02,1
2798,6486,33,0,0.8787,0.9032,0.7502,10.5565,10.0099,12.7890,0.9047,6.37294e-02,3.15458e-02,1
2799,6440,20,-9,0.9819,0.9914,0.9994,7.7685,6.8347,4.5101,0.2657,0.1511,0.5832,1
2800,8090,20,-9,0.9996,0.9997,0.9999,4.2645,4.1396,3.5375,0.2471,6.50657e-02,0.6878,1
2801,6252,20,-9,0.7973,0.9756,0.9634,12.0463,7.5287,7.4594,3.38456e-02,0.4119,0.5543,1
2802,12966,20,-9,0.2072,0.2202,0.1609,23.7180,23.3984,24.9894,0.3561,0.3580,0.2859,1
2803,4433,20,-9,0.8820,0.9213,0.8587,10.4863,9.5527,10.9585,0.2143,0.5173,0.2684,1
2804,4717,20,-9,0.9151,0.9774,0.9160,9.7157,7.4227,9.6920,0.3613,0.5670,7.17154e-02,1
2805,333,20,1,0.9088,0.9693,0.7105,11.4226,9.2363,15.1896,5.26000e-02,0.9376,9.82283e-03,1
2806,5250,20,0,0.9999,0.9999,0.9979,0.2756,0.2553,0.7529,0.6600,0.1182,0.2218,1
2807,363,20,2,0.9348,1.89884e-05,1,10.6566,53.9048,3.5588,5.13974e-02,5.46175e-12,0.9486,1
2808,14769,20,1,0.6742,0.9899,0.9556,14.8214,7.0248,9.1714,6.23906e-03,0.9229,7.08139e-02,1
2809,2501,21,0,0.9937,0.5735,0.9125,6.5093,16.2723,10.5484,0.7977,3.14739e-02,0.1708,1
2810,12551,22,-9,0.6712,0.9467,0.8269,9.3681,5.3139,6.6475,0.1139,0.1609,0.7252,1
2811,664,32,0,0.6031,0.6694,0.2617,16.8050,15.8184,22.4659,0.7043,0.2890,6.76690e-03,1
2812,8720,32,0,0.9702,0.9086,0.9460,2.8427,4.0429,3.4060,0.9091,6.54575e-02,2.54433e-02,1
2813,13801,32,0,0.9374,0.9747,0.1306,5.5412,4.4170,16.2922,0.9036,9.63348e-02,6.46038e-05,1
2814,7130,33,0,0.9006,0.8929,0.8365,11.6361,11.8269,13.0409,0.9186,5.20307e-02,2.93669e-02,1
2815,9273,33,0,0.5292,0.4804,0.4050,8.0495,8.5436,8.2967,0.6584,0.1718,0.1698,1
2816,9395,33,0,0.9965,0.9499,0.9554,0.3561,1.1469,1.0851,0.5936,0.1047,0.3017,1
2817,2954,20,-9,0.9077,0.9569,0.9919,9.9004,8.4134,6.1739,9.69417e-02,6.88332e-02,0.8342,1
2818,13381,20,-9,0.8281,0.8749,0.9874,13.2006,12.2448,7.9301,9.63565e-02,0.2831,0.6205,1
2819,8520,20,0,0.6716,0.1797,0.5943,10.2711,18.6275,12.1495,0.9881,1.17671e-04,1.18320e-02,1
2820,14953,20,-9,0.9962,0.9805,0.9924,6.5602,8.5275,7.3023,0.2105,5.15492e-02,0.7379,1
2821,8498,20,0,0.6429,0.7169,0.5991,8.7719,8.8351,10.1919,0.5682,0.1010,0.3308,1
2822,9205,20,0,0.9356,0.9007,0.9189,10.6311,11.6327,11.1447,0.4219,0.2441,0.3341,1
2823,8772,20,-9,0.6762,0.7846,5.58681e-04,15.7145,13.9848,45.6319,0.1959,0.8041,4.18369e-07,1
2824,14474,20,0,0.8231,0.4723,0.5221,12.4508,17.7489,17.0150,0.9029,7.03111e-02,2.67413e-02,1
2825,6473,21,0,0.9294,0.9109,0.9254,3.7103,4.0082,3.7789,0.8799,4.57184e-02,7.43724e-02,1
2826,1907,22,0,0.9987,0.9997,0.9876,5.1147,4.0337,7.2753,0.8326,9.28470e-02,7.45181e-02,1
2827,1523,32,0,0.9997,0.9997,0.9934,0.8268,0.8621,1.8699,0.7028,0.1940,0.1032,1
2828,10511,32,-9,0.9845,0.9781,0.9646,6.9216,7.3755,8.0914,0.2065,0.3541,0.4394,1
2829,43,32,-9,0.2482,0.7722,0.1903,11.4176,4.8621,12.4260,0.1404,0.8581,1.55741e-03,1
2830,595,33,-9,1,1,0.9999,2.43405e-05,8.66053e-05,1.38578e-04,0.8869,8.82058e-02,2.49086e-02,1
2831,11514,33,0,0.9896,0.9936,0.9959,7.0610,6.5252,6.0647,0.7904,0.1641,4.54391e-02,1
2832,670,33,0,0.6549,0.6774,0.6382,16.0354,15.6973,16.2841,0.8829,2.91659e-02,8.79416e-02,1
2833,5229,20,-9,0.9783,0.9594,0.9908,8.0250,9.0167,6.9156,0.2337,0.1653,0.6010,1
2834,10928,20,-9,0.5977,0.8735,0.8192,14.9686,10.6643,11.6789,6.74434e-03,0.5163,0.4770,1
